Name,Genre,Platform,Release_Season,NA_Sales_Millions,EU_Sales_Millions,Global_Sales_Millions,Developer,Original_Index,User_Score,Rating,Publisher,Steam_App_ID,Price,Year_of_Release
Metal Slug X,Shooter,PS,Winter,0.05,0.03,0.09,ProSoft,10981,8.8,T,Virgin Interactive,-1.0,$1.99,2001.0
Tomb Raider: Legend,Action,GC,Spring,0.06,0.02,0.08,Crystal Dynamics,11573,7.8,T,Eidos Interactive,-1.0,$0.97,2006.0
Bomberman Jetters,Puzzle,GC,Fall,0.06,0.02,0.08,Hudson,11329,7.9,E,Hudson Soft,-1.0,,2002.0
Earth Defense Force 2017,Action,X360,Winter,0.04,0.0,0.08,Sandlot,11572,7.7,T,D3Publisher,-1.0,,2006.0
Miami Nights: Singles in the City,Simulation,DS,Fall,0.08,0.0,0.08,Gameloft,11379,7.1,T,Ubisoft,-1.0,,2008.0
FIFA Soccer 2005,Sports,GBA,Fall,0.06,0.02,0.08,EA Canada,11416,7.8,E,Electronic Arts,-1.0,,2004.0
Rayman Origins,Platform,PC,Fall,0.0,0.06,0.08,UBlart Montpellier,11746,8.4,E10+,Ubisoft,-1.0,5.28,2012.0
Get Fit with Mel B,Sports,Wii,Fall,0.03,0.04,0.08,Lightning Fish Games,11397,tbd,E,Black Bean Games,-1.0,,2010.0
Titanfall 2,Shooter,PC,Fall,0.03,0.04,0.08,Respawn Entertainment,11451,8,M,Electronic Arts,-1.0,$1.99,2016.0
The Wolf Among Us,Adventure,XOne,Fall,0.05,0.02,0.08,Telltale Games,11718,8.5,M,Telltale Games,-1.0,5.72,2014.0
Ultimate Brain Games,Misc,GBA,Spring,0.06,0.02,0.08,Cosmigo,11338,8.3,E,Telegames,-1.0,,2003.0
Conflict: Desert Storm,Shooter,GC,Fall,0.06,0.02,0.08,Pivotal Games,11729,8.4,T,SCi,-1.0,0.97,2003.0
Guilty Gear XX Accent Core Plus,Fighting,PSP,Spring,0.03,0.01,0.08,Arc System Works,11362,6.7,T,PQube,-1.0,$3.19,2008.0
Kidou Senshi Gundam 00,Action,DS,Fall,0.0,0.0,0.08,,11325,,,Namco Bandai Games,-1.0,,2008.0
Ro-Kyu-Bu!,Adventure,PSP,Fall,0.0,0.0,0.08,,11690,,,Kadokawa Shoten,-1.0,,2011.0
Bust-A-Move 2 Arcade Edition,Puzzle,N64,Winter,0.06,0.02,0.08,CITY CONNECTION,11502,,,Acclaim Entertainment,-1.0,$14.99,1997.0
Steins;Gate: Hiyoku Renri no Darling,Adventure,X360,Summer,0.0,0.0,0.08,,11462,,,5pb,-1.0,,2011.0
IHRA Drag Racing: Sportsman Edition,Racing,PS2,Summer,0.04,0.03,0.08,Bethesda Softworks,11285,tbd,E10+,Bethesda Softworks,-1.0,,2006.0
Final Fantasy VI,Role-Playing,PS,Spring,0.0,0.0,0.08,Square Enix,11480,,,Sony Computer Entertainment,-1.0,$12.59,1999.0
Super Monkey Ball Adventure,Platform,PSP,Summer,0.05,0.02,0.08,TT Games,11618,5.9,E,Sega,-1.0,,2006.0
Big Mutha Truckers,Racing,GC,Winter,0.06,0.02,0.08,Eutechnyx,11491,8.2,T,Empire Interactive,-1.0,$7.34,2003.0
Taz Wanted,Platform,GC,Fall,0.06,0.02,0.08,Blitz Games,11587,7,E,Atari,-1.0,,2002.0
The King of Fighters '96,Fighting,PS,Summer,0.0,0.0,0.08,SNK CORPORATION,11493,,,SNK,-1.0,,1997.0
Major League Baseball 2K12,Sports,DS,Spring,0.07,0.0,0.08,Visual Concepts,11642,tbd,E,Take-Two Interactive,-1.0,,2012.0
World Series of Poker 2008: Battle for the Bracelets,Misc,X360,Fall,0.06,0.01,0.08,Left Field Productions,11614,6.7,T,Activision,-1.0,,2007.0
Edna & Harvey: Harvey's New Eyes,Adventure,PC,Summer,0.0,0.07,0.08,,11358,,,Rondomedia,-1.0,$1.99,2011.0
Resident Evil Zero,Action,XOne,Fall,0.05,0.02,0.08,,11627,,,Capcom,-1.0,,2016.0
Guilty Gear XX Slash,Fighting,PS2,Spring,0.0,0.0,0.08,Arc System Works,11667,,,Sammy Corporation,-1.0,,2006.0
Samurai Shodown III,Fighting,NG,Winter,0.0,0.0,0.08,,11529,,,SNK,-1.0,,1995.0
Marvel Nemesis: Rise of the Imperfects,Fighting,DS,Fall,0.08,0.0,0.08,"EA Canada, Sensory Sweep",11316,6.5,E10+,Electronic Arts,-1.0,,2005.0
Counter-Strike: Source,Shooter,PC,Fall,0.0,0.07,0.08,Valve Software,11288,8.9,M,Vivendi Games,-1.0,$9.89,2004.0
Pro Evolution Soccer 2013,Sports,PC,Fall,0.0,0.07,0.08,Konami,11391,6.9,E,Konami Digital Entertainment,-1.0,,2012.0
The Sims 3: Fast Lane Stuff,Simulation,PC,Summer,0.01,0.05,0.08,The Sims Studio,11488,5.4,T,Electronic Arts,-1.0,$9.99,2010.0
Pac-Man World Rally,Racing,GC,Summer,0.06,0.02,0.08,Smart Bomb Interactive,11367,7.8,E,Namco Bandai Games,-1.0,,2006.0
Tokimeki Memorial: Taisen Pazurudama,Puzzle,SAT,Winter,0.0,0.0,0.08,,11280,,,Konami Digital Entertainment,-1.0,,1996.0
Shovel Knight,Platform,PS4,Summer,0.03,0.03,0.08,Yacht Club Games,11380,7.6,E,Yacht Club Games,-1.0,$24.99,2015.0
Shining Force: Resurrection of the Dark Dragon,Role-Playing,GBA,Spring,0.06,0.02,0.08,Amusement Vision,11359,8.8,T,THQ,-1.0,,2004.0
Assassin's Creed: Rogue,Action,PC,Fall,0.05,0.02,0.08,Ubisoft,11586,7.5,M,Ubisoft,-1.0,$6.00,2015.0
EyeCreate,Misc,PS3,Fall,0.0,0.07,0.08,,11505,,,Sony Computer Entertainment,-1.0,,2007.0
Metal Gear Solid V: The Phantom Pain,Action,PC,Fall,0.0,0.07,0.08,Kojima Productions,11659,7.7,M,Konami Digital Entertainment,-1.0,$15.32,2015.0
Resident Evil 3: Nemesis,Action,GC,Fall,0.06,0.02,0.08,Capcom,11675,8.3,M,Capcom,-1.0,,2003.0
Tony Hawk's Pro Skater 3,Sports,N64,Fall,0.06,0.02,0.08,Iron Galaxy Studios,11499,,,Activision,-1.0,$49.99,2002.0
Counter-Strike: Source,Puzzle,PSP,Fall,0.07,0.0,0.08,Konami,11289,tbd,E10+,Konami Digital Entertainment,240.0,$9.89,2010.0
Tom Clancy's Splinter Cell: Pandora Tomorrow,Action,GC,Spring,0.06,0.02,0.08,Ubisoft,11444,8,T,Ubisoft,-1.0,,2004.0
Captain Tsubasa,Sports,PS2,Summer,0.0,0.0,0.08,TAMSOFT CORPORATION,11700,,,Namco Bandai Games,-1.0,$4.08,2006.0
Air Conflicts: Secret Wars,Simulation,X360,Summer,0.06,0.02,0.08,Games Farm,11377,tbd,T,bitComposer Games,-1.0,$4.79,2011.0
Blades of Blood: Samurai Shodown III,Fighting,PS,Winter,0.05,0.03,0.08,"SNK CORPORATION, Code Mystics",11374,,,Sony Computer Entertainment,-1.0,,1995.0
FIFA Street 2,Sports,XB,Winter,0.06,0.02,0.08,EA Canada,11356,7.1,E,Electronic Arts,-1.0,,2006.0
Pinball Hall of Fame: The Gottlieb Collection,Misc,XB,Winter,0.06,0.02,0.08,,11744,,,Crave Entertainment,-1.0,,2004.0
Princess Maker 2,Simulation,SAT,Summer,0.0,0.0,0.08,"CFK Co., Ltd.",11270,,,Micro Cabin,-1.0,$19.99,1995.0
Get Fit with Mel B,Sports,X360,Fall,0.0,0.06,0.08,Lightning Fish Games,11551,,E,Black Bean Games,-1.0,,
Bejeweled 3,Puzzle,PC,Winter,0.02,0.05,0.08,PopCap,11353,8.1,E,PopCap Games,-1.0,$0.99,2010.0
Resident Evil 6,Shooter,PS4,Fall,0.06,0.0,0.08,Capcom,11584,6.7,M,Capcom,-1.0,$4.99,2016.0
Madden NFL 08,Sports,GC,Summer,0.06,0.02,0.08,EA Tiburon,11688,7,E,Electronic Arts,-1.0,,2007.0
FIFA Soccer 2003,Sports,GC,Fall,0.06,0.02,0.08,EA Canada,11458,7.8,E,Electronic Arts,-1.0,,2002.0
Tokyo Twilight Ghost Hunters,Role-Playing,PSV,Spring,0.03,0.01,0.07,TOYBOX,12052,7,T,Aksys Games,-1.0,$1.00,2014.0
Resident Evil 5,Action,PC,Spring,0.01,0.04,0.07,Capcom,12200,7.1,M,Capcom,-1.0,$4.99,2009.0
Hero Bank,Role-Playing,3DS,Spring,0.0,0.0,0.07,Jagex Ltd,11822,,,Sega,-1.0,,2014.0
Utawarerumono: Itsuwari no Kamen,Adventure,PSV,Fall,0.0,0.0,0.07,AQUAPLUS,11828,,,Aqua Plus,-1.0,,2015.0
Hyperdimension Neptunia Victory,Role-Playing,PSV,Summer,0.0,0.0,0.07,,12190,,,Compile Heart,-1.0,,2014.0
Fable: The Lost Chapters,Role-Playing,PC,Fall,0.01,0.05,0.07,Lionhead Studios,12093,8.7,M,Microsoft Game Studios,-1.0,9.99,2005.0
Tom Clancy's Splinter Cell: Chaos Theory,Action,DS,Spring,0.06,0.0,0.07,Gameloft,11973,7,T,Ubisoft,-1.0,$2.20,2005.0
Rayman 3: Hoodlum Havoc,Platform,XB,Winter,0.06,0.02,0.07,Ubisoft,11796,7.9,E,Ubisoft,-1.0,$1.49,2003.0
Mega Man X4,Action,SAT,Summer,0.0,0.0,0.07,"CAPCOM CO., LTD",12140,,,Capcom,-1.0,,1997.0
Commandos 2: Men of Courage,Strategy,XB,Fall,0.05,0.02,0.07,Pyro Studios,11865,8.4,T,Eidos Interactive,-1.0,2.5,2002.0
Taz Wanted,Platform,XB,Fall,0.05,0.02,0.07,Blitz Games,12008,tbd,E,Atari,-1.0,,2002.0
The Final Round,Sports,PS,Fall,0.04,0.03,0.07,,12216,,,Konami Digital Entertainment,-1.0,,1996.0
Hyperdimension Neptunia Re;Birth 3,Action,PSV,Summer,0.04,0.02,0.07,"Idea Factory, Compile Heart, Felistella",11930,,,Idea Factory International,-1.0,$4.50,2014.0
Yamaha Supercross,Racing,Wii,Fall,0.05,0.01,0.07,Coyote Console,12086,tbd,E,Zoo Digital Publishing,-1.0,,2009.0
Terraria,Action,PS4,Spring,0.0,0.05,0.07,Engine Software,12229,7.9,T,505 Games,-1.0,$9.18,2014.0
River City Ransom EX,Action,GBA,Spring,0.05,0.02,0.07,Million,12089,8.4,T,Atlus,-1.0,,2004.0
Earth Defense Force 2: Invaders from Planet Space,Action,PSV,Summer,0.02,0.0,0.07,Sandlot,12057,8.5,T,Xseed Games,-1.0,,2014.0
Xbox Live Arcade Unplugged Volume 1,Misc,X360,Fall,0.05,0.01,0.07,,12159,tbd,,Microsoft Game Studios,-1.0,,2006.0
The Legend of Heroes: Trails in the Sky First Chapter,Role-Playing,PSV,Summer,0.0,0.0,0.07,Nihon Falcom,11984,,,Kadokawa Shoten,-1.0,,2015.0
Myst,Adventure,PS,Fall,0.0,0.0,0.07,Cyan Worlds Inc,11769,,,Psygnosis,-1.0,1.59,1995.0
Rayman 3: Hoodlum Havoc,Platform,GC,Winter,0.05,0.01,0.07,Ubisoft Shanghai,12035,8.3,E,Ubisoft,-1.0,$1.49,2003.0
Tropix,Puzzle,DS,Spring,0.06,0.0,0.07,,12207,,,Capcom,-1.0,,2008.0
Pac-Man World 3,Platform,PSP,Fall,0.07,0.0,0.07,Blitz Games,11820,6,E,Namco Bandai Games,41500.0,,2005.0
The Legend of Heroes: Trails in the Sky Third Chapter,Role-Playing,PSP,Summer,0.0,0.0,0.07,Nihon Falcom,11939,,,Falcom Corporation,-1.0,,2008.0
Tomb Raider: Legend,Action,DS,Spring,0.04,0.02,0.07,Human Soft,12115,8,T,Eidos Interactive,-1.0,$0.97,2006.0
The King of Fighters: Evolution,Fighting,DC,Summer,0.0,0.0,0.07,SNK CORPORATION,11928,,,SNK,-1.0,,2000.0
Desert Strike Advance,Simulation,GBA,Spring,0.05,0.02,0.06,BudCat,12288,tbd,E,Electronic Arts,-1.0,,2002.0
Assetto Corsa,Sports,Wii,Winter,0.06,0.0,0.06,Visual Concepts,12393,5.4,E10+,Take-Two Interactive,244210.0,$4.35,2008.0
MotoGP 10/11,Racing,X360,Spring,0.0,0.05,0.06,Monumental Games,12542,,E,Capcom,-1.0,,2011.0
S.T.A.L.K.E.R.: Call of Pripyat,Racing,XB,Winter,0.04,0.01,0.06,Bethesda Softworks,12574,tbd,E,Bethesda Softworks,41700.0,$15.89,2004.0
Guilty Gear XX Accent Core Plus,Fighting,PS2,Spring,0.03,0.02,0.06,Arc System Works,12465,8,T,PQube,-1.0,$3.19,2008.0
S.T.A.L.K.E.R.: Shadow of Chernobyl,Shooter,DS,Spring,0.05,0.0,0.06,Shin'en,12744,7.7,E,Majesco Entertainment,4500.0,$15.89,2005.0
Cabela's Big Game Hunter 2005 Adventures,Sports,GBA,Fall,0.04,0.01,0.06,,12840,,,Activision,-1.0,,2004.0
The Technomancer,Role-Playing,PS4,Summer,0.02,0.04,0.06,Spiders,12492,6.7,M,Focus Home Interactive,-1.0,$1.23,2016.0
Alan Wake,Action,PC,Spring,0.0,0.06,0.06,Remedy Entertainment,12276,8,T,Nordic Games,-1.0,$1.99,2012.0
XGRA: Extreme G Racing Association,Racing,PS2,Fall,0.03,0.02,0.06,Acclaim Studios Cheltenham,12324,8.6,T,Acclaim Entertainment,-1.0,,2003.0
Star Wars Knights of the Old Republic II: The Sith Lords,Role-Playing,PC,Winter,0.01,0.04,0.06,"Obsidian Entertainment, Aspyr (Mac, Linux, & Windows Update)",12461,,,LucasArts,-1.0,$2.50,2005.0
Resident Evil - Code: Veronica X,Action,GC,Winter,0.05,0.01,0.06,Nex Entertainment,12622,8.5,M,Capcom,-1.0,,2003.0
Darksiders II,Action,XOne,Summer,0.04,0.02,0.06,"Gunfire Games, Vigil Games, THQ Nordic",12329,,,Nordic Games,-1.0,$6.99,2015.0
Tokyo Twilight Ghost Hunters,Role-Playing,PS3,Spring,0.03,0.0,0.06,TOYBOX,12777,6.4,T,Aksys Games,-1.0,$1.00,2014.0
Odin Sphere: Leifthrasir,Role-Playing,PS3,Spring,0.02,0.01,0.06,Vanillaware,12388,7,T,Nippon Ichi Software,-1.0,,2016.0
Real Bout Garou Densetsu Special: Dominated Mind,Fighting,PS,Winter,0.0,0.0,0.06,,12708,,,SNK,-1.0,,1998.0
Resident Evil 2,Action,GC,Winter,0.04,0.01,0.06,Capcom,12706,8.5,M,Capcom,-1.0,$9.99,2003.0
The Book of Unwritten Tales: The Critter Chronicles,Action,PC,Winter,0.0,0.05,0.06,KING Art,12429,,,Crimson Cow,-1.0,$4.99,2011.0
Earth Defense Force 2017 Portable,Action,PSV,Winter,0.0,0.0,0.06,Sandlot,12434,7.9,T,D3Publisher,-1.0,,2012.0
Akai Katana Shin,Shooter,X360,Summer,0.04,0.0,0.06,"CITY CONNECTION, TAKE×0FF",12445,,,Cave,-1.0,$29.99,2011.0
DuckTales: Remastered,Action,WiiU,Summer,0.06,0.0,0.06,WayForward,12457,7.9,E,Capcom,-1.0,$3.15,2013.0
The Legend of Heroes: Trails in the Sky Second Chapter,Role-Playing,PSP,Spring,0.0,0.0,0.06,Nihon Falcom,12405,,,Falcom Corporation,-1.0,,2007.0
Earth Defense Force 4.1: The Shadow of New Despair,Shooter,PS4,Summer,0.03,0.02,0.06,Sandlot,12477,7.9,M,Xseed Games,-1.0,$12.18,2015.0
Steins;Gate,Adventure,PS3,Fall,0.01,0.02,0.06,Nitro+,12430,8.7,M,PQube,-1.0,$29.99,2012.0
Tom Clancy's Splinter Cell: Pandora Tomorrow,Action,GBA,Spring,0.05,0.02,0.06,Ubisoft,12374,6.2,T,Ubisoft,-1.0,,2004.0
Steins;Gate,Adventure,X360,Fall,0.0,0.0,0.06,MAGES. Inc.,12459,,,5pb,-1.0,$29.99,2009.0
