Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,Global_Sales,User_Count,Developer,Original_Index,Release_Season
Final Fantasy XIII-2,X360,2011.0,Role-Playing,Square Enix,0.36,0.29,0.73,268.0,Square Enix,2801,Winter
Oddworld: Munch's Oddysee,XB,2001.0,Platform,Atari,0.54,0.16,0.73,32.0,Oddworld Inhabitants,2803,Fall
Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,2012.0,Fighting,Namco Bandai Games,0.27,0.24,0.73,83.0,"CyberConnect2, Racjin",2816,Winter
Monopoly Streets,Wii,2010.0,Misc,Electronic Arts,0.23,0.42,0.72,5.0,Electronic Arts,2822,Winter
NBA Live 08,PS2,2007.0,Sports,Electronic Arts,0.59,0.02,0.72,9.0,EA Canada,2830,Fall
Disney Infinity 3.0,PS4,2015.0,Action,Disney Interactive Studios,0.24,0.37,0.72,,,2848,Summer
XCOM: Enemy Unknown,PC,2012.0,Strategy,Take-Two Interactive,0.27,0.36,0.71,2235.0,Firaxis Games,2865,Fall
The Sims 2: Castaway,DS,2007.0,Simulation,Electronic Arts,0.62,0.04,0.71,5.0,Full Fat,2870,Fall
Madden NFL 08,PSP,2007.0,Sports,Electronic Arts,0.6,0.04,0.71,8.0,EA Tiburon,2880,Summer
LEGO Racers,N64,1999.0,Racing,LEGO Media,0.51,0.18,0.71,,,2882,Summer
Kill.Switch,PS2,2003.0,Shooter,Sony Computer Entertainment,0.34,0.27,0.7,19.0,Namco,2906,Fall
Madden NFL 2005,GC,2004.0,Sports,Electronic Arts,0.54,0.14,0.7,,EA Tiburon,2908,Summer
Jade Empire,XB,2005.0,Role-Playing,Microsoft Game Studios,0.48,0.19,0.7,113.0,BioWare,2912,Spring
TimeSplitters 2,PS2,2002.0,Shooter,Eidos Interactive,0.34,0.27,0.7,127.0,Free Radical Design,2928,Fall
Halo 2 Multiplayer Map Pack,XB,2005.0,Shooter,Microsoft Game Studios,0.54,0.13,0.69,34.0,Bungie Software,2941,Fall
Plants vs. Zombies: Garden Warfare,XOne,2014.0,Shooter,Electronic Arts,0.39,0.23,0.69,438.0,PopCap,2955,Winter
Need for Speed Rivals,XOne,2013.0,Racing,Electronic Arts,0.46,0.17,0.69,175.0,Ghost Games,2956,Fall
Prince of Persia: The Forgotten Sands,PS3,2010.0,Action,Ubisoft,0.19,0.36,0.69,120.0,Ubisoft Montreal,2959,Spring
LEGO Batman 2: DC Super Heroes,DS,2012.0,Action,Warner Bros. Interactive Entertainment,0.39,0.24,0.69,4.0,TT Games,2963,Summer
IL-2 Sturmovik: Birds of Prey,PS3,2009.0,Simulation,505 Games,0.34,0.25,0.68,20.0,Gaijin Entertainment,2968,Fall
Wolfenstein: The New Order,XOne,2014.0,Shooter,Bethesda Softworks,0.34,0.28,0.68,397.0,MachineGames,2991,Spring
Cars: Mater-National Championship,DS,2007.0,Racing,THQ,0.63,0.0,0.68,5.0,Rainbow Studios,2992,Fall
LEGO Harry Potter: Years 1-4,PSP,2010.0,Action,Warner Bros. Interactive Entertainment,0.14,0.36,0.68,,TT Fusion,2993,Summer
Terraria,X360,2013.0,Action,505 Games,0.35,0.27,0.67,139.0,Engine Software,3014,Spring
Adventures of Tron,2600,1981.0,Action,Mattel Interactive,0.63,0.03,0.67,,,3021,Winter
The Sims 3,DS,2010.0,Simulation,Electronic Arts,0.38,0.22,0.67,20.0,Exient Entertainment,3023,Summer
The Sims 3: High-End Loft Stuff,PC,2010.0,Simulation,Electronic Arts,0.01,0.54,0.66,17.0,The Sims Studio,3041,Summer
Castlevania: Lords of Shadow,X360,2010.0,Action,Konami Digital Entertainment,0.42,0.17,0.66,237.0,Mercury Steam,3051,Fall
Metro: Last Light,PS4,2014.0,Action,Deep Silver,0.22,0.3,0.66,,,3063,Spring
Keystone Kapers,2600,1982.0,Action,Activision,0.62,0.04,0.66,,,3068,Spring
Plants vs. Zombies: Garden Warfare,PS3,2014.0,Shooter,Electronic Arts,0.22,0.32,0.66,24.0,PopCap,3076,Winter
LEGO Harry Potter: Years 5-7,DS,,Action,Warner Bros. Interactive Entertainment,0.34,0.25,0.66,,Traveller's Tales,3081,Fall
Borderlands 2,PSV,2014.0,Shooter,Take-Two Interactive,0.32,0.16,0.64,358.0,Iron Galaxy Studios,3127,Fall
Assassin's Creed IV: Black Flag,PC,2013.0,Action,Ubisoft,0.22,0.38,0.64,1470.0,Ubisoft,3130,Fall
Max Payne 2: The Fall of Max Payne,XB,2003.0,Shooter,Take-Two Interactive,0.47,0.15,0.64,49.0,Remedy Entertainment,3135,Fall
Metal Gear Solid V: The Phantom Pain,PS3,2015.0,Action,Konami Digital Entertainment,0.22,0.13,0.64,168.0,"Kojima Productions, Moby Dick Studio",3136,Fall
Paws & Claws: Pet Vet,DS,2007.0,Simulation,THQ,0.59,0.0,0.64,,,3140,Winter
NBA Live 06,XB,2005.0,Sports,Electronic Arts,0.57,0.04,0.64,15.0,EA Canada,3144,Fall
Rayman 2: The Great Escape,N64,1999.0,Platform,Ubisoft,0.4,0.22,0.64,,,3147,Fall
Rayman 3D,3DS,2011.0,Platform,Ubisoft,0.23,0.35,0.64,48.0,Ubisoft Casablanca,3149,Fall
TimeSplitters 2,XB,2002.0,Shooter,Eidos Interactive,0.29,0.33,0.64,34.0,Free Radical Design,3152,Fall
Dishonored 2,PS4,2016.0,Action,Bethesda Softworks,0.22,0.32,0.64,569.0,Arkane Studios,3157,Fall
X-Men Legends II: Rise of Apocalypse,PS2,2005.0,Role-Playing,Activision,0.53,0.02,0.63,41.0,Raven Software,3171,Fall
NBA Live 08,PS3,2007.0,Sports,Electronic Arts,0.56,0.02,0.63,10.0,EA Canada,3181,Fall
FIFA Soccer 2003,XB,2002.0,Sports,Electronic Arts,0.2,0.4,0.63,11.0,EA Canada,3183,Fall
Far Cry 4,PC,2014.0,Shooter,Ubisoft,0.15,0.44,0.63,1064.0,Ubisoft Montreal,3186,Fall
Sega Rally Revo,PS3,2007.0,Racing,Sega,0.07,0.42,0.63,20.0,SEGA Racing Studio,3202,Fall
Shin Megami Tensei: Persona 3 FES,PS2,2007.0,Role-Playing,Tecmo Koei,0.22,0.2,0.63,296.0,Atlus Co.,3203,Summer
Final Fantasy VII International,PS,1997.0,Role-Playing,Square,0.0,0.0,0.63,,,3206,Winter
Okami,PS2,2006.0,Action,Capcom,0.11,0.03,0.63,327.0,Clover Studio,3208,Spring
Shin Megami Tensei: Persona 3 Portable,PSP,2009.0,Role-Playing,Ghostlight,0.18,0.06,0.63,317.0,Atlus,3209,Summer
Ghostbusters: The Video Game,X360,2009.0,Action,Atari,0.43,0.14,0.63,125.0,Terminal Reality,3219,Summer
XCOM: Enemy Unknown,X360,2012.0,Strategy,Take-Two Interactive,0.36,0.21,0.62,366.0,Firaxis Games,3220,Fall
Virtua Cop,SAT,1995.0,Shooter,Sega,0.0,0.0,0.62,,,3222,Fall
Metal Gear Solid 2: Substance,XB,,Action,Konami Digital Entertainment,0.38,0.22,0.62,39.0,KCEJ,3223,Fall
Madden NFL 07,GC,2006.0,Sports,Electronic Arts,0.48,0.13,0.62,5.0,EA Tiburon,3229,Summer
Mafia III,XOne,2016.0,Action,Take-Two Interactive,0.28,0.29,0.62,274.0,Hangar 13,3250,Fall
Prince of Persia: The Forgotten Sands,X360,2010.0,Action,Ubisoft,0.3,0.26,0.62,112.0,Ubisoft Montreal,3256,Spring
Plants vs. Zombies: Garden Warfare,PS4,2014.0,Shooter,Electronic Arts,0.21,0.29,0.61,259.0,PopCap,3284,Winter
Half-Life 2,XB,2005.0,Shooter,Electronic Arts,0.37,0.21,0.61,115.0,Valve Software,3298,Fall
Duke Nukem: Total Meltdown,PS,1997.0,Shooter,GT Interactive,0.34,0.23,0.61,,,3299,Winter
Final Fantasy IV Advance,GBA,2005.0,Role-Playing,Nintendo,0.27,0.1,0.61,70.0,TOSE,3306,Summer
Tomb Raider (2013),XOne,2014.0,Action,Square Enix,0.35,0.21,0.61,,,3309,Spring
Madden NFL 2002,GC,2001.0,Sports,Electronic Arts,0.47,0.12,0.61,,EA Sports,3314,Summer
Dark Souls II,PS4,2015.0,Role-Playing,Namco Bandai Games,0.21,0.23,0.6,,,3323,Spring
Aliens: Colonial Marines,PS3,2013.0,Shooter,Sega,0.2,0.29,0.6,295.0,Gearbox Software,3328,Winter
Muramasa: The Demon Blade,Wii,2009.0,Role-Playing,Rising Star Games,0.32,0.12,0.6,101.0,Vanillaware,3356,Spring
Okami,Wii,2008.0,Action,Capcom,0.43,0.09,0.6,236.0,Ready at Dawn,3361,Spring
Front Mission,SNES,1995.0,Strategy,SquareSoft,0.0,0.0,0.6,,,3364,Winter
Medal of Honor: Frontline,GC,2002.0,Shooter,Electronic Arts,0.46,0.12,0.59,16.0,Dreamworks Games,3387,Spring
Assassin's Creed: Brotherhood,PC,2011.0,Action,Ubisoft,0.15,0.34,0.59,1102.0,Ubisoft Montreal,3404,Fall
Madden NFL 06,X360,,Sports,Electronic Arts,0.54,0.0,0.59,44.0,EA Tiburon,3413,Summer
Metal Gear Solid V: Ground Zeroes,PS3,2014.0,Action,Konami Digital Entertainment,0.14,0.12,0.59,242.0,Kojima Productions,3416,Spring
Deus Ex: Human Revolution,PC,2011.0,Shooter,Square Enix,0.25,0.25,0.58,3069.0,Nixxes Software,3426,Summer
Final Fantasy Anniversary Edition,PSP,2007.0,Role-Playing,Square Enix,0.39,0.02,0.58,47.0,TOSE,3428,Winter
Q*bert,2600,1982.0,Puzzle,Parker Bros.,0.55,0.03,0.58,,,3433,Fall
Romancing SaGa,PS2,2005.0,Role-Playing,Square Enix,0.06,0.04,0.58,35.0,Square Enix,3434,Winter
Call of Duty: Black Ops,DS,2010.0,Shooter,Activision,0.5,0.04,0.58,54.0,n-Space,3439,Fall
Sonic & All-Stars Racing Transformed,X360,2012.0,Racing,Sega,0.2,0.33,0.58,,,3442,Fall
Tom Clancy's HAWX,X360,2009.0,Action,Ubisoft,0.31,0.19,0.58,51.0,Ubisoft Romania,3451,Spring
FIFA: Road to  World Cup 98,N64,1997.0,Sports,Electronic Arts,0.15,0.39,0.58,,,3456,Fall
Tony Hawk's Pro Skater 4,GC,2002.0,Sports,Activision,0.45,0.12,0.58,21.0,Neversoft Entertainment,3477,Fall
NFL Blitz 2000,N64,1999.0,Sports,Midway Games,0.55,0.02,0.58,,,3482,Winter
Madden NFL 2002,XB,,Sports,Unknown,0.53,0.02,0.58,8.0,EA Sports,3486,Summer
Tony Hawk's Pro Skater 4,GBA,2002.0,Sports,Activision,0.41,0.15,0.57,4.0,Vicarious Visions,3492,Fall
Payday 2,X360,2013.0,Shooter,505 Games,0.33,0.19,0.57,203.0,Overkill Software,3495,Summer
XCOM: Enemy Unknown,PS3,2012.0,Strategy,Take-Two Interactive,0.24,0.23,0.57,296.0,Firaxis Games,3499,Fall
Petz Dogz 2,Wii,2007.0,Simulation,Ubisoft,0.52,0.01,0.57,,Ubisoft,3500,Winter
Madden NFL 06,GC,2005.0,Sports,Electronic Arts,0.44,0.11,0.57,11.0,EA Sports,3506,Summer
Titanfall 2,XOne,2016.0,Shooter,Electronic Arts,0.37,0.15,0.57,261.0,Respawn Entertainment,3508,Fall
Disgaea 4: A Promise Unforgotten,PS3,2011.0,Role-Playing,Nippon Ichi Software,0.27,0.11,0.57,126.0,Nippon Ichi Software,3528,Winter
Pro Evolution Soccer 2012,PSP,2011.0,Action,Konami Digital Entertainment,0.1,0.11,0.57,8.0,Konami,3534,Fall
Tomb Raider: Anniversary,PSP,2007.0,Action,Eidos Interactive,0.21,0.22,0.57,28.0,Crystal Dynamics,3544,Summer
Tales of Zestiria,PS3,2015.0,Role-Playing,Namco Bandai Games,0.05,0.07,0.56,47.0,"Namco Bandai Games, Bandai Namco Games",3550,Winter
True Crime: Streets of LA,GC,2003.0,Action,Activision,0.44,0.11,0.56,29.0,Exakt,3551,Fall
Odin Sphere,PS2,2007.0,Role-Playing,Square Enix,0.23,0.18,0.56,59.0,Vanilla Ware,3552,Spring
Classic NES Series: Dr. Mario,GBA,2004.0,Puzzle,Nintendo,0.31,0.11,0.56,6.0,Nintendo,3562,Summer
Cabela's Big Game Hunter 2005 Adventures,PS2,2004.0,Sports,Activision,0.28,0.21,0.56,16.0,Sand Grain Studios,3570,Fall
Petz Dogz 2,PS2,2007.0,Simulation,Ubisoft,0.28,0.21,0.56,,Ubisoft,3574,Winter
Tom Clancy's HAWX,PS3,2009.0,Action,Ubisoft,0.21,0.22,0.56,39.0,Ubisoft Romania,3576,Spring
Resident Evil 2,N64,1999.0,Action,Virgin Interactive,0.39,0.09,0.56,,,3585,Winter
Mega Man X2,SNES,1993.0,Platform,Laguna,0.09,0.02,0.56,,,3586,Winter
Fatal Fury Special,SNES,1994.0,Fighting,Takara,0.0,0.0,0.56,,,3601,Fall
Quantum Break,XOne,2016.0,Action,Microsoft Game Studios,0.3,0.2,0.56,1659.0,Remedy Entertainment,3606,Spring
Middle-Earth: Shadow of Mordor,PS3,2014.0,Action,Warner Bros. Interactive Entertainment,0.2,0.26,0.56,100.0,Behaviour Interactive,3609,Fall
Metal Gear Solid 3: Subsistence,PS2,2005.0,Action,Konami Digital Entertainment,0.34,0.01,0.55,439.0,Aspect,3623,Fall
Tony Hawk's Pro Skater 3,XB,2002.0,Sports,Activision,0.34,0.18,0.55,17.0,Neversoft Entertainment,3642,Fall
Star Wars: Dark Forces,PS,1996.0,Shooter,LucasArts,0.31,0.21,0.55,,,3646,Spring
Rayman Origins,Wii,2011.0,Platform,Ubisoft,0.21,0.27,0.55,127.0,UBlart Montpellier,3649,Fall
Mortal Kombat 3,PS,1995.0,Fighting,Sony Computer Entertainment,0.29,0.2,0.55,,,3665,Spring
Turok: Evolution,XB,2002.0,Shooter,Acclaim Entertainment,0.39,0.14,0.55,9.0,Acclaim,3667,Fall
Spec Ops: The Line,PS3,2012.0,Shooter,Take-Two Interactive,0.19,0.23,0.54,350.0,Yager,3682,Summer
FIFA Soccer 07,XB,2006.0,Sports,Electronic Arts,0.16,0.35,0.54,,,3686,Fall
Rayman Origins,PSV,2012.0,Platform,Ubisoft,0.12,0.33,0.54,298.0,UBlart Montpellier,3696,Fall
Gauntlet Legends,N64,1999.0,Action,Midway Games,0.43,0.1,0.54,,,3707,Fall
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010.0,Fighting,Capcom,0.3,0.15,0.53,85.0,Eighting,3752,Winter
NASCAR 09,PS2,2008.0,Racing,Electronic Arts,0.26,0.2,0.53,8.0,EA Tiburon,3764,Summer
Romance of the Three Kingdoms IV: Wall of Fire,SNES,1994.0,Strategy,Tecmo Koei,0.0,0.0,0.53,,,3772,Winter
Peter Jackson's King Kong: The Official Game of the Movie,XB,2005.0,Action,Ubisoft,0.34,0.17,0.53,11.0,Ubisoft Montpellier,3775,Fall
Batman: Arkham City,PC,2011.0,Action,Warner Bros. Interactive Entertainment,0.16,0.28,0.53,1847.0,Rocksteady Studios,3803,Fall
Bulletstorm,PS3,2011.0,Shooter,Electronic Arts,0.23,0.2,0.53,288.0,"Epic Games, People Can Fly",3812,Winter
Michael Jackson: The Experience,PS3,2011.0,Misc,Ubisoft,0.25,0.19,0.52,16.0,Ubisoft Montreal,3818,Fall
Mystery Dungeon: Shiren the Wanderer,DS,2006.0,Role-Playing,Sega,0.17,0.0,0.52,21.0,ChunSoft,3823,Winter
Metal Gear Solid 2: Substance,PS2,2002.0,Action,Konami Digital Entertainment,0.18,0.14,0.52,126.0,KCEJ,3830,Fall
NBA Live 08,X360,2007.0,Sports,Electronic Arts,0.47,0.0,0.52,19.0,EA Canada,3832,Fall
Madden NFL 07,PS3,2006.0,Sports,Electronic Arts,0.47,0.0,0.52,22.0,EA Tiburon,3838,Summer
Tomb Raider: Legend,PS2,2006.0,Action,Eidos Interactive,0.25,0.19,0.52,96.0,Crystal Dynamics,3851,Spring
Disgaea 3: Absence of Justice,PS3,2008.0,Role-Playing,Square Enix,0.33,0.03,0.52,150.0,Nippon Ichi Software,3863,Winter
Tony Hawk's Pro Skater 3,GBA,2002.0,Sports,Activision,0.37,0.14,0.52,6.0,Vicarious Visions,3864,Fall
Sonic & All-Stars Racing Transformed,WiiU,2012.0,Racing,Sega,0.19,0.26,0.51,,,3879,Fall
International Track & Field,PS,1996.0,Sports,Konami Digital Entertainment,0.08,0.05,0.51,,,3886,Spring
Madden NFL 2004,GC,2003.0,Sports,Electronic Arts,0.4,0.1,0.51,17.0,EA Tiburon,3889,Summer
IL-2 Sturmovik: Birds of Prey,X360,2009.0,Simulation,505 Games,0.23,0.23,0.51,18.0,Gaijin Entertainment,3897,Fall
Alien: Isolation,XOne,2014.0,Shooter,Sega,0.22,0.24,0.51,314.0,Creative Assembly,3909,Fall
Pro Evolution Soccer 2010,Wii,2009.0,Sports,Konami Digital Entertainment,0.12,0.27,0.51,17.0,Konami,3911,Fall
Dragon Age: Origins,PC,2009.0,Role-Playing,Electronic Arts,0.0,0.46,0.51,3542.0,BioWare,3915,Fall
Dishonored,PC,2012.0,Action,Bethesda Softworks,0.26,0.19,0.51,,,3919,Fall
Naruto Shippuden: Ultimate Ninja Storm 3,X360,2013.0,Fighting,Namco Bandai Games,0.29,0.16,0.51,67.0,CyberConnect2,3921,Spring
My Word Coach,Wii,2007.0,Misc,Ubisoft,0.46,0.01,0.51,,Ubisoft,3932,Fall
Sonic Riders,PS2,2006.0,Racing,Sega,0.42,0.02,0.5,25.0,Sonic Team,3938,Winter
Bully: Scholarship Edition,Wii,2008.0,Action,Take-Two Interactive,0.17,0.28,0.5,60.0,Rockstar Toronto,3943,Fall
Hitman: Blood Money,PS2,2006.0,Action,Eidos Interactive,0.25,0.19,0.5,104.0,Io Interactive,3954,Spring
Chopper Command,2600,1982.0,Shooter,Activision,0.47,0.03,0.5,,,3956,Summer
Pro Evolution Soccer 2012,X360,2011.0,Action,Konami Digital Entertainment,0.1,0.34,0.5,55.0,Konami,3961,Fall
Final Fantasy II Anniversary Edition,PSP,2007.0,Role-Playing,Square Enix,0.36,0.02,0.5,24.0,TOSE,3962,Winter
Major League Baseball 2K12,X360,2012.0,Sports,Take-Two Interactive,0.47,0.0,0.5,22.0,Visual Concepts,3980,Spring
Rooms: The Main Building,DS,2010.0,Adventure,Nintendo,0.1,0.34,0.5,,HandMade Game,3981,Summer
Rayman Advance,GBA,2001.0,Platform,Ubisoft,0.36,0.13,0.5,16.0,Digital Eclipse,3994,Fall
Tomb Raider: Anniversary,PS2,2007.0,Action,Eidos Interactive,0.41,0.02,0.5,29.0,Crystal Dynamics,3998,Summer
Madden NFL 07,Wii,2006.0,Sports,Electronic Arts,0.46,0.0,0.49,16.0,EA Canada,4006,Summer
Cars Mater-National Championship,Wii,2007.0,Racing,THQ,0.46,0.0,0.49,6.0,Incinerator Games,4011,Fall
Middle-Earth: Shadow of Mordor,X360,2014.0,Action,Warner Bros. Interactive Entertainment,0.28,0.16,0.49,77.0,Behaviour Interactive,4049,Fall
Sonic & All-Stars Racing Transformed,PS3,2012.0,Racing,Sega,0.08,0.3,0.49,,,4054,Fall
Pac-Man World 2,XB,2002.0,Action,Namco Bandai Games,0.36,0.11,0.49,,Namco,4061,Winter
SimCity 2000,SNES,1995.0,Simulation,THQ,0.0,0.0,0.49,,,4066,Winter
Metal Gear Rising: Revengeance,X360,2013.0,Action,Konami Digital Entertainment,0.3,0.14,0.48,358.0,PlatinumGames,4109,Winter
Atelier Rorona: Alchemist of Arland,PS3,2009.0,Role-Playing,Nippon Ichi Software,0.22,0.1,0.48,,,4110,Summer
Rock Band 4,XOne,2015.0,Misc,Harmonix Music Systems,0.38,0.04,0.47,54.0,Harmonix Music Systems,4141,Fall
Gauntlet Legends,PS,2000.0,Action,Midway Games,0.26,0.18,0.47,,,4142,Fall
WipEout,PS,1995.0,Action,Psygnosis,0.26,0.18,0.47,,,4144,Fall
Need for Speed Carbon,XB,2006.0,Racing,Electronic Arts,0.35,0.1,0.47,11.0,EA Canada,4175,Fall
Kong: The 8th Wonder of the World,GBA,2005.0,Action,Ubisoft,0.33,0.12,0.47,,Ubisoft,4199,Fall
Disney Infinity 3.0,WiiU,2015.0,Action,Disney Interactive Studios,0.21,0.21,0.46,,,4258,Summer
Tomb Raider: Legend,PSP,2006.0,Action,Eidos Interactive,0.09,0.24,0.46,30.0,Buzz Monkey,4273,Spring
Phantasy Star Online Episode I & II,GC,2002.0,Role-Playing,Infogrames,0.23,0.06,0.45,,,4288,Winter
Lego Batman 3: Beyond Gotham,3DS,2014.0,Action,Warner Bros. Interactive Entertainment,0.21,0.2,0.45,7.0,TT Games,4306,Fall
Star Wars Jedi Knight: Jedi Academy,XB,2003.0,Shooter,Activision,0.34,0.1,0.45,30.0,Vicarious Visions,4308,Fall
Enemy Territory: Quake Wars,X360,2008.0,Shooter,Activision,0.3,0.11,0.45,26.0,Nerve Software,4313,Fall
Fatal Fury 2,SNES,1993.0,Fighting,Takara,0.0,0.0,0.45,,,4326,Winter
Lego Batman 3: Beyond Gotham,WiiU,2014.0,Action,Warner Bros. Interactive Entertainment,0.21,0.21,0.45,20.0,TT Games,4331,Fall
Shin Megami Tensei: Persona 3,PS2,2006.0,Role-Playing,Tecmo Koei,0.22,0.03,0.45,116.0,Atlus Co.,4333,Summer
Sega Rally Revo,X360,2007.0,Racing,Sega,0.12,0.28,0.45,30.0,SEGA Racing Studio,4342,Fall
Disney Infinity 3.0,PS3,2015.0,Action,Disney Interactive Studios,0.16,0.21,0.45,,,4362,Summer
Wolfenstein: The New Order,PC,2014.0,Shooter,Bethesda Softworks,0.13,0.29,0.45,1647.0,MachineGames,4364,Spring
Major League Baseball 2K6,PS2,2006.0,Sports,Spike,0.37,0.01,0.44,27.0,Kush Games,4378,Spring
World Soccer Winning Eleven 9,XB,2005.0,Sports,Konami Digital Entertainment,0.06,0.33,0.44,9.0,KCET,4381,Summer
X-Men Legends II: Rise of Apocalypse,XB,2005.0,Role-Playing,Activision,0.3,0.12,0.44,199.0,Raven Software,4389,Fall
Naruto Shippuden: Ultimate Ninja Storm Generations,X360,2012.0,Fighting,Namco Bandai Games,0.26,0.14,0.44,47.0,"CyberConnect2, Racjin",4390,Winter
Wolfenstein: The New Order,PS3,2014.0,Shooter,Bethesda Softworks,0.14,0.21,0.44,115.0,MachineGames,4391,Spring
Petz: Catz 2,Wii,2007.0,Simulation,Ubisoft,0.4,0.01,0.44,6.0,Ubisoft,4409,Winter
Duke Nukem 64,N64,1997.0,Shooter,GT Interactive,0.35,0.08,0.44,,,4419,Winter
DmC: Devil May Cry,X360,2013.0,Action,Capcom,0.26,0.12,0.44,1438.0,Ninja Theory,4435,Winter
TimeSplitters 2,GC,2002.0,Shooter,Eidos Interactive,0.34,0.09,0.44,65.0,Free Radical Design,4443,Fall
Madden NFL 2002,N64,2001.0,Sports,Electronic Arts,0.41,0.02,0.43,,,4474,Summer
NiGHTS into dreams...,SAT,1996.0,Platform,Sega,0.0,0.0,0.43,,,4484,Summer
Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014.0,Fighting,Namco Bandai Games,0.15,0.14,0.43,100.0,CyberConnect2,4490,Fall
Lego Batman 3: Beyond Gotham,XOne,2014.0,Action,Warner Bros. Interactive Entertainment,0.23,0.17,0.43,36.0,TT Games,4494,Fall
Payday 2,PS3,2013.0,Shooter,505 Games,0.22,0.14,0.43,181.0,Overkill Software,4505,Summer
Ghostbusters: The Video Game,PS2,2009.0,Action,Atari,0.15,0.04,0.43,6.0,War Drum Studios,4510,Summer
Max Payne 3,PC,2012.0,Shooter,Take-Two Interactive,0.16,0.22,0.43,2202.0,Rockstar Studios,4526,Spring
Atelier Totori: The Adventurer of Arland,PS3,2010.0,Role-Playing,Nippon Ichi Software,0.12,0.06,0.42,109.0,Gust,4552,Summer
Batman: Arkham Origins Blackgate,PSV,2013.0,Action,Warner Bros. Interactive Entertainment,0.16,0.17,0.42,106.0,Armature Studio,4576,Fall
NBA Live 06,PSP,2005.0,Sports,Electronic Arts,0.39,0.0,0.42,13.0,EA Canada,4608,Fall
Metro: Last Light,PS3,2013.0,Action,Deep Silver,0.14,0.18,0.42,508.0,4A Games,4622,Spring
Spec Ops: The Line,X360,2012.0,Shooter,Take-Two Interactive,0.21,0.17,0.42,319.0,Yager,4634,Summer
Zone of the Enders: The 2nd Runner,PS2,2003.0,Simulation,Konami Digital Entertainment,0.15,0.12,0.41,65.0,KCEJ,4655,Winter
Quake II,PS,1998.0,Shooter,Activision,0.23,0.16,0.41,,,4666,Winter
Tom Clancy's Rainbow Six: Lockdown,XB,2005.0,Shooter,Ubisoft,0.26,0.13,0.41,28.0,"Red Storm Entertainment, Ubisoft Montreal",4671,Fall
Terraria,PS3,2013.0,Action,505 Games,0.07,0.2,0.41,70.0,Engine Software,4685,Spring
FIFA 14,PSV,2013.0,Sports,Electronic Arts,0.08,0.23,0.41,69.0,EA Canada,4699,Fall
Cars: Mater-National Championship,PS3,2007.0,Racing,THQ,0.37,0.01,0.41,4.0,Rainbow Studios,4705,Fall
BioShock,PC,2007.0,Shooter,Take-Two Interactive,0.01,0.39,0.41,3606.0,"Irrational Games, 2K Marin",4710,Summer
Marvel: Ultimate Alliance 2,PS2,2009.0,Role-Playing,Activision,0.23,0.02,0.41,15.0,n-Space,4734,Fall
Dragon Quest X,WiiU,2013.0,Role-Playing,Square Enix,0.0,0.0,0.41,,Square Enix,4753,Summer
Tales of Zestiria,PS4,2015.0,Role-Playing,Namco Bandai Games,0.17,0.15,0.4,315.0,Bandai Namco Games,4770,Winter
The Wonderful 101,WiiU,2013.0,Action,Nintendo,0.19,0.1,0.4,495.0,PlatinumGames,4793,Summer
FIFA 14,PC,2013.0,Sports,Electronic Arts,0.01,0.36,0.4,441.0,EA Canada,4809,Fall
Hot Wheels: Beat That!,PS2,2007.0,Racing,Activision,0.2,0.15,0.4,,Eutechnyx,4811,Fall
Marvel: Ultimate Alliance,Wii,2006.0,Role-Playing,Activision,0.36,0.0,0.4,29.0,Vicarious Visions,4817,Fall
LEGO Harry Potter: Years 5-7,3DS,,Action,Warner Bros. Interactive Entertainment,0.18,0.19,0.4,11.0,Traveller's Tales,4818,Fall
Mystery Dungeon: Shiren the Wanderer,SNES,1995.0,Role-Playing,ChunSoft,0.0,0.0,0.4,,,4835,Winter
Ghostbusters: The Video Game,DS,2009.0,Action,Atari,0.24,0.12,0.4,7.0,Zen Studios,4846,Summer
Harvest Moon: Save the Homeland,PS2,,Simulation,Unknown,0.19,0.15,0.4,72.0,Victor Interactive Software,4848,Summer
Disney Infinity 3.0,X360,2015.0,Action,Disney Interactive Studios,0.21,0.15,0.39,,,4857,Summer
Tomb Raider: Anniversary,X360,2007.0,Action,Eidos Interactive,0.12,0.22,0.39,39.0,Crystal Dynamics,4858,Summer
Saints Row IV,PS4,2015.0,Action,Deep Silver,0.13,0.18,0.39,,,4879,Summer
Mass Effect 2,PC,2010.0,Role-Playing,Electronic Arts,0.01,0.32,0.39,3559.0,BioWare,4880,Winter
Dishonored,PS4,2015.0,Action,Bethesda Softworks,0.12,0.2,0.39,,,4886,Fall
Madden NFL 2005,GBA,2004.0,Sports,Electronic Arts,0.28,0.1,0.39,5.0,Exient Entertainment,4906,Summer
Monopoly Streets,PS3,2010.0,Misc,Electronic Arts,0.16,0.17,0.39,9.0,Electronic Arts,4924,Winter
The Sims 2,GBA,2005.0,Simulation,Electronic Arts,0.28,0.1,0.39,6.0,Maxis,4934,Fall
Hitman: Blood Money,X360,2006.0,Action,Eidos Interactive,0.29,0.06,0.39,102.0,Io Interactive,4935,Spring
Sonic & All-Stars Racing Transformed,PSV,2012.0,Racing,Sega,0.09,0.2,0.38,,,4961,Fall
