Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,Global_Sales,User_Count,Developer,Original_Index,Release_Season
FIFA Soccer 2003,GBA,2002.0,Sports,Electronic Arts,0.04,0.01,0.05,,Exient Entertainment,12918,Fall
PopStar Guitar,Wii,2008.0,Misc,Midway Games,0.03,0.02,0.05,,Broadsword Interactive,12950,Winter
Medal of Honor: Airborne,PC,2007.0,Shooter,Electronic Arts,0.0,0.04,0.05,204.0,Electronic Arts,12978,Summer
Dynamite Headdy,GEN,1993.0,Platform,Sega,0.0,0.0,0.05,,,12985,Summer
Rhapsody: A Musical Adventure,DS,2008.0,Role-Playing,Nippon Ichi Software,0.05,0.0,0.05,12.0,Nippon Ichi Software,12994,Winter
Ultra Bust-A-Move,XB,2004.0,Puzzle,505 Games,0.04,0.01,0.05,,Taito Corporation,13036,Summer
Pinball Hall of Fame: The Gottlieb Collection,GC,2005.0,Misc,Crave Entertainment,0.04,0.01,0.05,,,13042,Winter
Ferrari F355 Challenge,PS2,2002.0,Racing,Sony Computer Entertainment,0.03,0.02,0.05,5.0,Sega AM2,13043,Summer
Mortal Kombat X,PC,2015.0,Fighting,Warner Bros. Interactive Entertainment,0.01,0.04,0.05,475.0,High Voltage Software,13048,Spring
Cities in Motion,PC,2011.0,Simulation,Paradox Interactive,0.0,0.04,0.05,105.0,Colossal Order,13050,Winter
To Heart 2: Dungeon Travelers,PSV,2015.0,Adventure,Aqua Plus,0.0,0.0,0.05,,,13054,Summer
Bladestorm: Nightmare,XOne,2015.0,Action,Tecmo Koei,0.03,0.02,0.05,8.0,Omega Force,13055,Summer
Venetica,PC,2009.0,Role-Playing,DTP Entertainment,0.0,0.04,0.05,51.0,Deck 13,13062,Fall
DoDonPachi Resurrection,X360,2010.0,Shooter,Rising Star Games,0.0,0.04,0.05,16.0,Cave,13069,Spring
The Bureau: XCOM Declassified,PC,2013.0,Shooter,Take-Two Interactive,0.0,0.05,0.05,621.0,2K Marin,13093,Summer
Jenga World Tour,Wii,2007.0,Misc,Atari,0.05,0.0,0.05,11.0,Atomic Planet Entertainment,13118,Fall
Bakusou Kyoudai Let's & Go!! Eternal Wings,PS,1998.0,Racing,Jaleco,0.0,0.0,0.05,,,13124,Summer
Top Spin 2,DS,2006.0,Sports,Take-Two Interactive,0.05,0.0,0.05,,Indie Built,13126,Spring
Marriage Royale: Prism Story,PSP,2010.0,Adventure,ASCII Media Works,0.0,0.0,0.05,,,13135,Spring
Steins;Gate 0,PS4,2015.0,Adventure,PQube,0.0,0.0,0.05,29.0,5pb,13144,Winter
ESPN International Winter Sports 2002,GC,2002.0,Sports,Konami Digital Entertainment,0.04,0.01,0.05,,KCEO,13151,Winter
Atelier Rorona: Alchemist of Arland,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.05,,,13174,Summer
The Lost Vikings,GBA,2003.0,Puzzle,Activision,0.04,0.01,0.05,15.0,Mass Media,13189,Spring
Payday 2,PC,2013.0,Shooter,505 Games,0.04,0.0,0.05,3558.0,Overkill Software,13222,Summer
Stunt GP,PS2,2001.0,Racing,Titus,0.02,0.02,0.05,9.0,Team 17,13253,Spring
GrimGrimoire,PS2,2007.0,Strategy,Tecmo Koei,0.01,0.01,0.05,17.0,Vanilla Ware,13276,Spring
Capcom vs. SNK: Millennium Fight 2000 Pro,DC,2001.0,Fighting,Capcom,0.0,0.0,0.05,,,13283,Summer
Need for Speed Carbon,PC,2006.0,Racing,Electronic Arts,0.0,0.04,0.05,249.0,Black Box,13306,Fall
Zoop,PS,1995.0,Puzzle,MediaQuest,0.03,0.02,0.05,,,13309,Winter
Utawarerumono: Itsuwari no Kamen,PS3,2015.0,Adventure,Aqua Plus,0.0,0.0,0.05,,,13314,Fall
DuckTales: Remastered,PS3,2013.0,Action,Capcom,0.01,0.03,0.05,135.0,WayForward,13330,Summer
V-Rally 3,GBA,2002.0,Racing,Atari,0.03,0.01,0.05,,Velez & Dubail,13341,Summer
Need for Speed Underground,PC,2003.0,Racing,Electronic Arts,0.0,0.04,0.05,307.0,Black Box,13348,Fall
Gem Smashers,Wii,2011.0,Platform,Crave Entertainment,0.04,0.0,0.05,,Frame Studios Interactive,13362,Summer
Ys: The Ark of Napishtim,PSP,2006.0,Role-Playing,Konami Digital Entertainment,0.04,0.0,0.05,13.0,Konami Software Shanghai,13382,Fall
Tom Clancy's Rainbow Six: Lockdown,GC,2005.0,Shooter,Ubisoft,0.04,0.01,0.05,5.0,"Red Storm Entertainment, Ubisoft Montreal",13389,Fall
Super Bubble Pop,GC,2003.0,Puzzle,Jaleco,0.04,0.01,0.05,,Runecraft,13400,Winter
Test Drive Le Mans,PS,1999.0,Racing,Infogrames,0.03,0.02,0.05,,,13410,Fall
Cabela's Trophy Bucks,X360,2007.0,Sports,Activision Value,0.04,0.0,0.05,4.0,FUN Labs,13413,Fall
XCOM 2,XOne,2016.0,Strategy,Take-Two Interactive,0.02,0.02,0.05,40.0,Firaxis Games,13414,Winter
Hero Bank 2,3DS,2014.0,Role-Playing,Sega,0.0,0.0,0.05,,,13416,Spring
Atelier Ayesha: The Alchemist of Dusk,PSV,2014.0,Role-Playing,Tecmo Koei,0.0,0.0,0.05,,,13435,Summer
Toukiden Kiwami,PSP,2014.0,Action,Tecmo Koei,0.0,0.0,0.05,,,13452,Summer
Resident Evil 6,XOne,2016.0,Shooter,Capcom,0.04,0.0,0.05,34.0,Capcom,13478,Fall
Max & the Magic Marker,DS,2011.0,Platform,Unknown,0.0,0.04,0.05,,,13479,Winter
Hitman (2016),PS4,2016.0,Action,Square Enix,0.0,0.04,0.05,,,13485,Spring
Atelier Escha & Logy: Alchemists of the Dusk Sky,PSV,2015.0,Role-Playing,Tecmo Koei,0.0,0.0,0.05,,,13487,Summer
The King of Fighters 2002: Unlimited Match,PS2,2009.0,Fighting,SNK Playmore,0.0,0.0,0.04,,,13498,Winter
Guilty Gear XX Accent Core,PS2,2007.0,Fighting,Unknown,0.0,0.0,0.04,16.0,Arc System Works,13513,Spring
Yes! PreCure 5,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.04,,,13523,Fall
Front Mission,DS,2007.0,Strategy,Square Enix,0.01,0.0,0.04,9.0,Square Enix,13530,Winter
TOCA Race Driver 2,XB,2004.0,Racing,Codemasters,0.03,0.01,0.04,6.0,Codemasters,13547,Spring
The King of Fighters 2000,PS2,2002.0,Fighting,Playmore,0.0,0.0,0.04,,,13558,Winter
Hyperdimension Neptunia mk2,PSV,2014.0,Action,Compile Heart,0.0,0.0,0.04,,,13559,Summer
FlatOut 2,XB,2006.0,Racing,Empire Interactive,0.03,0.01,0.04,8.0,Bugbear,13573,Summer
Gem Smashers,3DS,2011.0,Platform,Crave Entertainment,0.04,0.0,0.04,,Frame Studios Interactive,13574,Summer
Tom Clancy's HAWX,PC,2009.0,Action,Ubisoft,0.0,0.03,0.04,125.0,Ubisoft Romania,13579,Spring
Chicken Shoot,GBA,2005.0,Action,Zoo Digital Publishing,0.03,0.01,0.04,,,13588,Winter
Yowamushi Pedal,3DS,2015.0,Action,Namco Bandai Games,0.0,0.0,0.04,,,13590,Summer
FIFA Street 2,DS,2006.0,Sports,Electronic Arts,0.04,0.0,0.04,4.0,Exient Entertainment,13599,Winter
The Wolf Among Us,PSV,2014.0,Adventure,Telltale Games,0.03,0.0,0.04,29.0,Telltale Games,13627,Fall
Brothers: A Tale of Two Sons,XOne,2015.0,Adventure,505 Games,0.03,0.01,0.04,26.0,Starbreeze,13644,Summer
Get Up and Dance,PS3,2011.0,Misc,O-Games,0.03,0.0,0.04,,Crave,13654,Fall
Puyo Pop Fever,PSP,2004.0,Puzzle,Ignition Entertainment,0.0,0.0,0.04,,Sonic Team,13669,Fall
Resident Evil 6,PC,2012.0,Shooter,Capcom,0.0,0.04,0.04,868.0,"Capcom, QLOC",13676,Fall
Amagami,PSV,2014.0,Adventure,Kadokawa Games,0.0,0.0,0.04,,,13677,Spring
Need for Speed: ProStreet,PC,2007.0,Racing,Electronic Arts,0.0,0.04,0.04,163.0,EA Games,13691,Fall
Gravity Falls: Legend of the Gnome Gemulets,3DS,2015.0,Action,Ubisoft,0.03,0.0,0.04,10.0,Ubisoft Osaka,13695,Fall
Major League Baseball 2K12,PC,2012.0,Sports,Take-Two Interactive,0.04,0.0,0.04,15.0,Visual Concepts,13697,Spring
Pac-Man World Rally,PSP,2006.0,Racing,Namco Bandai Games,0.04,0.0,0.04,,Smart Bomb Interactive,13700,Summer
Guilty Gear XX Accent Core,Wii,2007.0,Fighting,505 Games,0.03,0.0,0.04,19.0,Arc System Works,13740,Spring
Devil May Cry 4,PC,2008.0,Action,Capcom,0.01,0.02,0.04,353.0,Capcom,13748,Winter
Metal Gear Solid: Digital Graphic Novel,PSP,2006.0,Misc,Konami Digital Entertainment,0.02,0.0,0.04,21.0,Kojima Productions,13770,Fall
Psycho-Pass: Mandatory Happiness,PS4,2016.0,Adventure,Nippon Ichi Software,0.03,0.0,0.04,19.0,5pb,13777,Spring
Terraria,XOne,2014.0,Action,505 Games,0.0,0.04,0.04,29.0,Engine Software,13788,Spring
Men of War: Vietnam,PC,2011.0,Strategy,Unknown,0.0,0.03,0.04,35.0,Best Way,13817,Fall
The Legend of Heroes: Trails in the Sky First Chapter,PS3,2012.0,Role-Playing,Falcom Corporation,0.0,0.0,0.04,,,13830,Summer
Resident Evil: Revelations,PC,2013.0,Action,Capcom,0.0,0.04,0.04,342.0,Capcom,13842,Winter
Luxor: Pharaoh's Challenge,Wii,,Puzzle,Funsta,0.01,0.02,0.04,,MumboJumbo,13875,Fall
Grand Theft Auto: Vice City,PC,2003.0,Action,Take-Two Interactive,0.0,0.03,0.04,1520.0,Rockstar North,13876,Fall
DuckTales: Remastered,X360,2013.0,Action,Capcom,0.03,0.0,0.04,,,13881,Summer
Astro Boy: The Video Game,PSP,2009.0,Action,D3Publisher,0.04,0.0,0.04,,High Voltage Software,13891,Fall
JASF: Jane's Advanced Strike Fighters,PC,2011.0,Simulation,Deep Silver,0.02,0.01,0.04,14.0,Trickstar Games,13904,Fall
PopStar Guitar,PS2,2008.0,Misc,XS Games,0.02,0.01,0.04,,XS Games,13907,Winter
Metal Gear Solid V: The Definitive Experience,PS4,2016.0,Action,Konami Digital Entertainment,0.01,0.02,0.04,11.0,Kojima Productions,13916,Fall
Pro Race Driver,XB,2003.0,Racing,Codemasters,0.03,0.01,0.04,4.0,Codemasters,13943,Summer
Adidas Power Soccer,PS,1996.0,Sports,Psygnosis,0.02,0.01,0.04,,,13963,Winter
Art of Fighting 3: The Path of the Warrior,NG,1996.0,Fighting,SNK,0.0,0.0,0.04,,,13969,Winter
Doom II: Hell on Earth,GBA,2002.0,Shooter,Activision,0.03,0.01,0.04,,,13980,Fall
Halo: Combat Evolved,PC,2003.0,Shooter,Microsoft Game Studios,0.02,0.02,0.04,396.0,Gearbox Software,13992,Fall
Big Mutha Truckers,GBA,2005.0,Racing,Zoo Digital Publishing,0.03,0.01,0.04,,,14000,Winter
Galaxy Fight,SAT,1994.0,Fighting,Sunsoft,0.0,0.0,0.04,,,14025,Winter
Chaos;Head Noah,X360,2009.0,Adventure,5pb,0.0,0.0,0.04,,,14037,Spring
Rhapsody: A Musical Adventure,PS,1998.0,Role-Playing,Nippon Ichi Software,0.02,0.01,0.04,,,14048,Winter
Napoleon Dynamite: The Game,PSP,2007.0,Puzzle,Crave Entertainment,0.03,0.0,0.04,7.0,7 Studios,14058,Fall
Trine 2,PC,2011.0,Platform,Focus Home Interactive,0.0,0.03,0.04,667.0,"Frozenbyte, Inc.",14062,Winter
World of Goo,PC,2008.0,Puzzle,2D Boy,0.0,0.03,0.04,607.0,2D Boy,14098,Fall
Tomb Raider: Anniversary,PC,2007.0,Action,Eidos Interactive,0.0,0.03,0.03,242.0,Nixxes Software,14158,Summer
The Night of the Rabbit,PC,2013.0,Adventure,Daedalic Entertainment,0.0,0.03,0.03,82.0,Daedalic Entertainment,14171,Spring
Hitman: Blood Money,PC,2006.0,Action,Eidos Interactive,0.0,0.03,0.03,528.0,Io Interactive,14206,Spring
Duke Nukem 3D: 20th Anniversary World Tour,PS4,2016.0,Shooter,Gearbox Software,0.03,0.0,0.03,15.0,Gearbox Software,14209,Winter
Sabre Wulf,GBA,,Platform,THQ,0.02,0.01,0.03,4.0,Rare Ltd.,14212,Winter
Planescape: Torment,PC,1998.0,Role-Playing,Interplay,0.01,0.02,0.03,813.0,Black Isle Studios,14214,Winter
Star Wars Jedi Knight: Jedi Academy,PC,2003.0,Shooter,Activision,0.0,0.03,0.03,293.0,Raven Software,14221,Fall
Batman Forever: The Arcade Game,PS,1996.0,Action,Acclaim Entertainment,0.02,0.01,0.03,,,14237,Spring
James Pond: Codename Robocod,GBA,2005.0,Platform,Play It,0.02,0.01,0.03,,,14275,Winter
PowerSlave,PS,1996.0,Shooter,BMG Interactive Entertainment,0.02,0.01,0.03,,,14297,Fall
Earthworm Jim 2,GBA,2002.0,Platform,Vivendi Games,0.02,0.01,0.03,6.0,Super Empire,14310,Fall
Trine 2,WiiU,2012.0,Platform,Atlus,0.0,0.03,0.03,,,14318,Winter
Driv3r,GBA,2005.0,Racing,Atari,0.02,0.01,0.03,5.0,Velez & Dubail,14321,Summer
Disney Sports Soccer,GC,2002.0,Sports,Konami Digital Entertainment,0.03,0.01,0.03,,KCEO,14333,Summer
Deus Ex: Mankind Divided,PC,2016.0,Role-Playing,Square Enix,0.0,0.03,0.03,684.0,"Eidos Montreal, Nixxes Software",14341,Summer
Prince of Persia: The Forgotten Sands,PC,2010.0,Action,Ubisoft,0.0,0.03,0.03,218.0,Ubisoft Montreal,14348,Spring
The Sims 2: Glamour Life Stuff,PC,2006.0,Simulation,Electronic Arts,0.0,0.03,0.03,7.0,Maxis,14351,Fall
The Flintstones: Big Trouble in Bedrock,GBA,2001.0,Platform,Swing! Entertainment,0.02,0.01,0.03,,,14366,Winter
Tokyo Xanadu eX+,PS4,2016.0,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.03,,,14387,Fall
Prison Architect,PS4,2016.0,Action,Introversion Software,0.01,0.01,0.03,19.0,"Introversion, Double Eleven",14406,Fall
Hyperdimension Neptunia Re;Birth 2,PSV,2014.0,Action,Idea Factory International,0.02,0.01,0.03,,,14434,Summer
The Legend of Heroes III: Song of the Ocean,PSP,2006.0,Role-Playing,Namco Bandai Games,0.03,0.0,0.03,7.0,Microvision,14436,Winter
Infinite Stratos 2: Ignition Hearts,PSV,2014.0,Adventure,5pb,0.0,0.0,0.03,,,14464,Winter
Egg Mania: Eggstreme Madness,PS2,2002.0,Puzzle,Kemco,0.02,0.01,0.03,,Kemco,14471,Fall
Zero Escape: Virtue's Last Reward,3DS,2012.0,Adventure,Rising Star Games,0.03,0.0,0.03,188.0,ChunSoft,14474,Winter
Crazy Machines,DS,2008.0,Puzzle,DTP Entertainment,0.0,0.03,0.03,,,14484,Fall
Guilty Gear XX Accent Core Plus,Wii,2009.0,Fighting,PQube,0.01,0.02,0.03,9.0,Arc System Works,14494,Spring
World Sports Competition,PS3,2009.0,Sports,Hudson Soft,0.02,0.0,0.03,,,14498,Winter
Max & the Magic Marker,Wii,2011.0,Platform,Unknown,0.0,0.03,0.03,,,14506,Winter
Homeworld 2,PC,2003.0,Strategy,Vivendi Games,0.0,0.03,0.03,128.0,Relic,14537,Fall
Rayman 3: Hoodlum Havoc,PC,2003.0,Platform,Ubisoft,0.0,0.03,0.03,70.0,Ubisoft,14539,Winter
Combat Elite: WWII Paratroopers,XB,,Shooter,Unknown,0.02,0.01,0.03,,BattleBorne,14548,Fall
Lethal Enforcers I & II,PS,1996.0,Shooter,Konami Digital Entertainment,0.02,0.01,0.03,,,14549,Fall
Terraria,WiiU,2016.0,Action,505 Games,0.0,0.03,0.03,7.0,"Engine Software, Re-Logic",14573,Spring
Downstream Panic!,PSP,2008.0,Action,Atari,0.03,0.0,0.03,,,14577,Winter
Muv-Luv Alternative: Total Eclipse,PS3,2013.0,Simulation,5pb,0.0,0.0,0.03,,,14602,Winter
R-Type III: The Third Lightning,GBA,2004.0,Shooter,Zoo Digital Publishing,0.02,0.01,0.03,,Raylight Studios,14603,Winter
Bladestorm: Nightmare,PS3,2015.0,Action,Tecmo Koei,0.0,0.0,0.03,5.0,Koei Tecmo Games,14637,Summer
GTR Evolution,PC,2008.0,Racing,Atari,0.0,0.02,0.03,63.0,SimBin,14647,Fall
The Wolf Among Us,X360,2011.0,Adventure,Telltale Games,0.01,0.02,0.03,88.0,,14654,Fall
Resident Evil 4,PC,2007.0,Action,Ubisoft,0.0,0.02,0.03,242.0,Capcom,14658,Winter
Drome Racers,GC,2003.0,Racing,Electronic Arts,0.02,0.01,0.03,5.0,Attention To Detail,14669,Fall
World of Tanks,X360,,Shooter,,0.0,0.03,0.03,9.0,Microsoft Game Studios,14687,Summer
Syberia II,XB,2004.0,Adventure,Ubisoft,0.02,0.01,0.03,6.0,Microids,14714,Spring
LEGO Harry Potter: Years 1-4,PC,2010.0,Action,Warner Bros. Interactive Entertainment,0.02,0.01,0.03,55.0,Traveller's Tales,14759,Summer
Disney Sports Soccer,GBA,2002.0,Sports,Konami Digital Entertainment,0.02,0.01,0.03,,Konami,14778,Summer
Pro Evolution Soccer 2012,3DS,2011.0,Action,Konami Digital Entertainment,0.02,0.0,0.03,,,14794,Fall
La Pucelle: Ragnarok,PSP,2009.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,,,14820,Winter
ParaParaParadise,PS2,2001.0,Misc,Konami Digital Entertainment,0.0,0.0,0.03,,,14823,Winter
Infinite Stratos 2: Ignition Hearts,PS3,2014.0,Adventure,5pb,0.0,0.0,0.03,,,14841,Winter
Steins;Gate 0,PS3,2015.0,Adventure,5pb,0.0,0.0,0.03,,,14843,Winter
Jet Grind Radio,GBA,2003.0,Action,Sega,0.02,0.01,0.03,6.0,Vicarious Visions,14852,Summer
Prince of Persia (2008),PC,2008.0,Action,Ubisoft,0.0,0.02,0.03,,,14854,Winter
Max Payne 2: The Fall of Max Payne,PC,2003.0,Shooter,Take-Two Interactive,0.0,0.02,0.03,802.0,Remedy Entertainment,14857,Fall
Baldur's Gate: Dark Alliance,GBA,2004.0,Role-Playing,"Destination Software, Inc",0.02,0.01,0.03,11.0,Magic Pockets,14860,Winter
The Technomancer,XOne,2016.0,Role-Playing,Focus Home Interactive,0.01,0.01,0.03,55.0,Spiders,14872,Summer
Super Monkey Ball Adventure,PS2,2006.0,Platform,Sega,0.01,0.01,0.03,10.0,TT Games,14889,Summer
Madden NFL 07,GBA,2006.0,Sports,Electronic Arts,0.02,0.01,0.03,4.0,Exient Entertainment,14891,Summer
Bully: Scholarship Edition,PC,2008.0,Action,Take-Two Interactive,0.0,0.02,0.03,257.0,"Mad Doc Software, Rockstar Vancouver",14906,Fall
Air Conflicts: Secret Wars,PC,2011.0,Simulation,bitComposer Games,0.0,0.02,0.03,24.0,Games Farm,14923,Summer
Drome Racers,GBA,2003.0,Racing,THQ,0.02,0.01,0.03,,Mobius Entertainment,14955,Fall
Napoleon Dynamite: The Game,DS,2007.0,Puzzle,Crave Entertainment,0.02,0.0,0.03,4.0,7 Studios,14973,Fall
Duke Nukem 3D: 20th Anniversary World Tour,XOne,2016.0,Shooter,Gearbox Software,0.02,0.0,0.03,,Gearbox Software,14984,Winter
The Legend of Heroes: Trails in the Sky Third Chapter,PSV,2016.0,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.02,,,14994,Summer
Ikki Tousen: Eloquent Fist,PSP,2008.0,Fighting,Marvelous Interactive,0.0,0.0,0.02,,,15047,Summer
Strike Witches: Shirogane no Tsubasa,PSP,2012.0,Strategy,Kadokawa Shoten,0.0,0.0,0.02,,,15135,Winter
Cities XL 2011,PC,2010.0,Simulation,Focus Home Interactive,0.0,0.02,0.02,39.0,Monte Cristo Multimedia,15160,Fall
World Series of Poker 2008: Battle for the Bracelets,PSP,2007.0,Misc,Activision,0.02,0.0,0.02,4.0,Left Field Productions,15171,Fall
Crazy Machines,Wii,2010.0,Puzzle,DTP Entertainment,0.01,0.01,0.02,,FAKT Software,15192,Fall
Psycho-Pass: Mandatory Happiness,PSV,2016.0,Adventure,Nippon Ichi Software,0.0,0.01,0.02,10.0,5pb,15200,Spring
Ceville,PC,2009.0,Action,Kalypso Media,0.0,0.02,0.02,21.0,Boxed Dream,15202,Winter
Chaos;Head Noah,PSP,2010.0,Adventure,5pb,0.0,0.0,0.02,,,15205,Spring
Samurai Shodown V,XB,2006.0,Fighting,Ignition Entertainment,0.02,0.0,0.02,,SNK,15207,Winter
Tokyo Mew Mew,PS,2002.0,Role-Playing,Takara,0.0,0.0,0.02,,,15218,Summer
Bejeweled 2 Deluxe,PC,2006.0,Puzzle,Focus Home Interactive,0.0,0.02,0.02,,PopCap,15225,Fall
Dino Dini's Kick Off Revival,PS4,2016.0,Sports,Avanquest,0.0,0.02,0.02,66.0,"The Digital Lounge, Dino Dini",15229,Winter
Pac-Man World Rally,PS2,2006.0,Racing,Namco Bandai Games,0.01,0.01,0.02,5.0,Smart Bomb Interactive,15230,Summer
Uta Kumi 575,PSV,2014.0,Misc,Sega,0.0,0.0,0.02,,,15235,Winter
Plants vs. Zombies: Garden Warfare,PC,2014.0,Shooter,Electronic Arts,0.0,0.02,0.02,186.0,PopCap,15258,Winter
Eureka Seven Vol. 2: The New Vision,PS2,2006.0,Shooter,Namco Bandai Games,0.0,0.0,0.02,5.0,Namco Bandai Games America,15261,Spring
Geon Cube,Wii,2009.0,Puzzle,P2 Games,0.02,0.0,0.02,,Strawdog Studios,15292,Fall
Left 4 Dead,PC,2008.0,Shooter,Electronic Arts,0.0,0.02,0.02,3717.0,Valve Software,15293,Fall
Tale of a Hero,PC,2010.0,Adventure,Daedalic,0.0,0.02,0.02,,,15309,Winter
Mount & Blade,PC,2008.0,Role-Playing,Paradox Interactive,0.0,0.02,0.02,,,15311,Fall
The Settlers IV,PC,2001.0,Strategy,Blue Byte,0.0,0.02,0.02,,,15322,Winter
Tengen Toppa Gurren-Lagann,DS,2007.0,Action,Konami Digital Entertainment,0.0,0.0,0.02,,,15339,Fall
Quake 4,PC,2005.0,Shooter,Activision,0.0,0.02,0.02,281.0,Raven Software,15356,Fall
XGRA: Extreme G Racing Association,GC,2003.0,Racing,Acclaim Entertainment,0.02,0.0,0.02,5.0,Acclaim Studios Cheltenham,15357,Fall
Kill.Switch,GBA,2004.0,Shooter,Zoo Digital Publishing,0.02,0.01,0.02,,Visual Impact,15362,Fall
Resident Evil Zero,PC,2016.0,Action,Capcom,0.01,0.01,0.02,,,15373,Fall
Brain Dead 13,PS,1996.0,Adventure,Coconuts Japan,0.01,0.01,0.02,,,15391,Winter
The Lord of the Rings Online: Mines of Moria,PC,2008.0,Role-Playing,Codemasters Online,0.0,0.02,0.02,99.0,Turbine Inc.,15455,Fall
RollerCoaster Tycoon World,PC,2016.0,Simulation,Atari,0.0,0.02,0.02,31.0,Nvizzio Creations,15485,Fall
Oil Rush,PC,2012.0,Strategy,Iceberg Interactive,0.0,0.02,0.02,55.0,"Unigine Corp, Russia",15486,Winter
XGRA: Extreme G Racing Association,XB,2003.0,Racing,Acclaim Entertainment,0.02,0.0,0.02,5.0,Acclaim Studios Cheltenham,15487,Fall
The Legend of Heroes: Trails in the Sky Second Chapter,PS3,2013.0,Role-Playing,Falcom Corporation,0.0,0.0,0.02,,,15499,Spring
The Sims 2: Happy Holiday Stuff,PC,2006.0,Simulation,Electronic Arts,0.01,0.01,0.02,,Maxis,15520,Fall
Steins;Gate: Hiyoku Renri no Darling,PS3,2012.0,Adventure,5pb,0.0,0.0,0.02,,,15545,Summer
The Sims 2: Family Fun Stuff,PC,2006.0,Simulation,Electronic Arts,0.0,0.01,0.02,10.0,Maxis,15588,Fall
Mushihimesama,X360,2012.0,Action,Cave,0.0,0.0,0.02,,,15597,Fall
Commandos 3: Destination Berlin,PC,2003.0,Strategy,Eidos Interactive,0.0,0.02,0.02,83.0,Pyro Studios,15702,Fall
Puzzle Quest: Challenge of the Warlords,PSP,2007.0,Puzzle,D3Publisher,0.01,0.0,0.02,19.0,"Vicious Cycle, Infinite Interactive",15709,Spring
Prince of Stride,PSV,2015.0,Adventure,Kadokawa Games,0.0,0.0,0.02,,,15728,Summer
Blood Bowl: Legendary Edition,PC,2010.0,Sports,Focus Home Interactive,0.0,0.01,0.02,75.0,Cyanide,15743,Summer
Space Channel 5: Ulala's Cosmic Attack,GBA,2002.0,Misc,Atari,0.01,0.0,0.02,5.0,Art,15753,Winter
Bejeweled Blitz,PC,2010.0,Puzzle,Mastertronic,0.0,0.01,0.02,,PopCap,15768,Spring
Tomb Raider: Legend,PC,2006.0,Action,Eidos Interactive,0.0,0.01,0.02,244.0,Nixxes Software,15781,Spring
Golden Nugget Casino DS,DS,2005.0,Misc,Majesco Entertainment,0.02,0.0,0.02,,Skyworks Technologies,15788,Winter
This War of Mine,PS4,2016.0,Action,Deep Silver,0.0,0.01,0.02,,,15792,Fall
Strike Witches: Shirogane no Tsubasa,X360,2010.0,Strategy,CyberFront,0.0,0.0,0.02,,,15859,Winter
Pirates of the Burning Sea,PC,2008.0,Role-Playing,Koch Media,0.0,0.01,0.02,61.0,Flying Lab Software,15871,Winter
WTA Tour Tennis,GBA,2002.0,Sports,Konami Digital Entertainment,0.01,0.0,0.02,,Now Production,15890,Fall
LEGO Star Wars: The Video Game,PC,2005.0,Action,Eidos Interactive,0.0,0.01,0.02,,,15906,Spring
Worms World Party,PC,2001.0,Strategy,Virgin Interactive,0.0,0.01,0.02,68.0,Team 17,15941,Spring
V-Rally 3,XB,2003.0,Racing,Atari,0.01,0.0,0.02,,Eden Studios,15961,Summer
Syberia II,PC,2004.0,Adventure,MC2 Entertainment,0.0,0.01,0.02,150.0,Microids,15976,Spring
Triggerheart Exelica,DC,2007.0,Shooter,Warashi,0.0,0.0,0.02,,,15999,Spring
Enemy Territory: Quake Wars,PC,2007.0,Shooter,Activision,0.01,0.0,0.02,231.0,Splash Damage,16008,Fall
Quantum Break,PC,2016.0,Action,Microsoft Game Studios,0.0,0.01,0.02,539.0,Remedy Entertainment,16027,Spring
IHRA Drag Racing: Sportsman Edition,XB,2006.0,Racing,Bethesda Softworks,0.01,0.0,0.02,,Bethesda Softworks,16055,Summer
DuckTales: Remastered,PC,2013.0,Action,Capcom,0.0,0.01,0.02,152.0,WayForward,16064,Summer
Chameleon: To Dye For!,DS,2006.0,Puzzle,505 Games,0.01,0.0,0.01,,,16084,Winter
NiGHTS into dreams...,PS2,2008.0,Platform,Sega,0.0,0.0,0.01,,,16128,Summer
Puyo Pop Fever,GC,2004.0,Puzzle,Sega,0.01,0.0,0.01,,Sonic Team,16136,Fall
Infinite Stratos 2: Love and Purge,PSV,2015.0,Action,5pb,0.0,0.0,0.01,,,16173,Winter
Egg Mania: Eggstreme Madness,XB,2002.0,Puzzle,Kemco,0.01,0.0,0.01,,HotGen,16180,Fall
The Legend of Heroes: Trails in the Sky Third Chapter,PS3,2013.0,Role-Playing,Falcom Corporation,0.0,0.0,0.01,,,16187,Summer
Grand Theft Auto III,PC,2002.0,Action,Take-Two Interactive,0.0,0.01,0.01,805.0,"DMA Design, Rockstar North",16193,Fall
The Technomancer,PC,2016.0,Role-Playing,Focus Home Interactive,0.0,0.01,0.01,149.0,"Spidersoft, Spiders",16203,Summer
WTA Tour Tennis,XB,2002.0,Sports,Konami Digital Entertainment,0.01,0.0,0.01,,Konami,16240,Fall
Freekstyle,GBA,2003.0,Racing,Zoo Digital Publishing,0.01,0.0,0.01,,Full-Fat,16307,Summer
Far East of Eden II: Manji Maru,DS,2006.0,Role-Playing,Hudson Soft,0.0,0.0,0.01,,,16318,Spring
